date,BlancoArtesian Zonetmean,BlancoContributing Zonetmean,BlancoRecharge Zonetmean,CiboloArtesian Zonetmean,CiboloContributing Zonetmean,CiboloRecharge Zonetmean,FrioArtesian Zonetmean,FrioContributing Zonetmean,FrioRecharge Zonetmean,GuadArtesian Zonetmean,GuadContributing Zonetmean,GuadRecharge Zonetmean,MedCibArtesian Zonetmean,MedCibContributing Zonetmean,MedCibRecharge Zonetmean,MedinaArtesian Zonetmean,MedinaContributing Zonetmean,MedinaRecharge Zonetmean,NuecesArtesian Zonetmean,NuecesContributing Zonetmean,NuecesRecharge Zonetmean,SabMedArtesian Zonetmean,SabMedContributing Zonetmean,SabMedRecharge Zonetmean,SabinalArtesian Zonetmean,SabinalContributing Zonetmean,SabinalRecharge Zonetmean
1895-11-01,13.498556190066868,12.548294163625174,13.282325625419617,13.717412443721996,12.542958420766912,13.226870308751645,14.015692930955153,11.83086051940918,12.95493238622492,13.568200874328614,11.629103765793118,13.200692947094257,13.787036452974592,12.98258888020235,13.341479897499084,13.714846757742075,11.91397882544476,13.415549001386088,13.984226472916141,12.11292941956652,13.471740330735297,13.707042376200357,12.297938088575998,13.321148801732946,13.773813009262085,12.01919282399691,13.03883389631907
1895-12-01,10.941333929697672,10.159578463353148,10.763850498199464,11.192176987143124,10.17294416293292,10.742544029069984,11.803462028503418,9.958380479812622,10.805932348424738,10.952600479125977,9.497783369016817,10.639500471261831,11.56567907333374,10.714804462358064,11.066833853721619,11.500000586876503,9.848949784817902,11.219613413656912,11.865839373680853,10.388348323083207,11.40600058150618,11.454042196273804,10.14456303914388,11.087630165947807,11.510812997817993,9.990981322068434,10.796833912531534
1896-01-01,10.568000581529406,9.744183925313687,10.363550472259522,10.861118260551901,9.854338484750667,10.399326573247494,11.655462191655086,9.581080493927002,10.5674550966783,10.651000595092773,9.113363447562655,10.263808250427246,11.248786211013794,10.404823995104023,10.74577134847641,11.276000609764687,9.52035551485808,10.98448436490951,11.732742586443502,10.151451084453598,11.241192360446878,11.270000576972961,9.888312955697378,10.908037609524197,11.34762555360794,9.642019730347853,10.604208906491598
1896-02-01,12.30194510353936,11.554064794417915,12.124675583839416,12.567824195413028,11.591916097721583,12.136957168579102,13.498308328481821,11.48948055267334,12.416659636930985,12.395600509643554,11.0133492989048,12.046577453613281,12.909286294664655,12.144529941035252,12.462729752063751,13.064154478219839,11.374652710513793,12.772484471721034,13.671516787621282,12.062640906322615,13.186973245176551,13.100042263666788,11.777708868185679,12.751963509453667,13.205125570297241,11.543135184508104,12.475750605265299
1896-03-01,15.090222888522678,14.230780496509796,14.85282564163208,15.305059545180377,14.173930289040149,14.795696362205174,16.329923996558556,14.747450666427612,15.608818942850286,15.220000839233398,13.715890344775868,14.740308431478647,15.439429317201887,14.651961550993079,14.989959041277567,15.557385371281551,14.128167352814605,15.302291039497621,16.46177504139562,14.89477145907436,16.058726820227218,15.746334036191305,14.664313157399496,15.410889625549316,15.959688365459442,14.707904503895687,15.44520910580953
1896-04-01,20.384334352281357,19.577111130460686,20.13477611541748,20.632059546077954,19.69588817005426,20.198631245156992,21.63830859844501,19.831471004486083,20.743637431751598,20.556600952148436,19.221993823068424,20.08853956369253,20.879536492483957,20.120314654181986,20.44393841425578,20.962154681865986,19.591247295987777,20.732517057849513,21.937323539487778,20.359091868042476,21.51082305385642,21.064209302266438,20.122313380241394,20.82596390335648,21.29500102996826,19.886154835040752,20.72941788037618
1896-05-01,25.878334681193035,25.379826956932696,25.679101324081422,25.866883558385513,25.09722661300444,25.52278394284456,26.745770674485428,25.029651279449464,25.83113770051436,25.761001586914062,24.840090171298097,25.467386172367977,25.943394047873362,25.283805136587105,25.585105339686077,25.99369371854342,24.919385315715402,25.76206576439642,27.17806582297048,26.078835249889508,26.766001296369996,26.155917803446453,25.275168021519978,25.87755662423593,26.386688828468323,25.07575119458712,25.839751323064167
1896-06-01,28.62261242336697,28.00060690433607,28.39295129776001,28.567472009097827,27.782240854182714,28.221523201983906,29.250463045560398,27.652211399078368,28.40852416645397,28.4880012512207,27.50571668360157,28.18277065570538,28.69842985698155,27.97833476347082,28.303168018658955,28.662616729736328,27.6009288456129,28.440581967753747,29.476872228807018,28.147645656299215,29.081234213424054,28.76108479499817,27.91802207628886,28.50689019097222,28.926626443862915,27.743943581214317,28.42850128809611
1896-07-01,28.803945965237087,28.103460154402146,28.58537640571594,28.6644131155575,27.832846440060038,28.319001405135445,28.72107828580416,26.97682132720947,27.834160241213713,28.663601684570313,27.325001346683162,28.347193717956543,28.767929894583567,28.05086405137006,28.37731381257375,28.61161686823918,27.36128392426864,28.36442086004442,28.993840186826645,27.51370490304095,28.575343902796916,28.504626512527466,27.559542934099834,28.254630971837926,28.544188857078552,27.184866648453934,27.93533452351888
1896-08-01,29.259612295362686,28.543909562837094,29.057551288604735,29.109883813297046,28.263592894648163,28.76684918610946,29.276847399198093,27.400391330718993,28.29241046038541,29.022201156616212,27.740172165568612,28.795385874234714,29.251073087964738,28.5224131415872,28.852709809939068,29.029924686138447,27.760110067284625,28.779775619506836,29.5590337937878,27.99704486108109,29.102686346393742,28.970126469930012,27.984105547269184,28.709482970061124,29.01512610912323,27.615789816929745,28.395001252492268
1896-09-01,25.92389021979438,25.226570006904254,25.685801219940185,25.644353978774127,24.864578569439097,25.347740339196246,25.863308833195614,23.93244113922119,24.89531933177601,25.570201110839843,24.079976180270048,25.32477041391226,25.910429886409215,25.2260404474595,25.538376212120056,25.765078177818886,24.212211221888445,25.49790443912629,26.070743253154138,24.489724487184066,25.632850542460403,25.623834530512493,24.44020938873291,25.324815962049698,25.632688641548157,24.087328103872444,24.966126203536987
1896-10-01,19.264723141988117,18.328514676575267,18.997825860977173,19.226706785314224,18.30957834485551,18.846000878707223,19.78207778930664,17.702100925445556,18.752205458554354,19.087200927734376,17.474410046886295,18.743154819195087,19.587643759591238,18.820765738393746,19.155709346135456,19.596001111544094,17.725573332413383,19.28332365712812,19.979710609682144,18.258676709864922,19.47111053989358,19.52504261334737,18.059750994046528,19.15488977785464,19.52625072002411,17.76571248127864,18.804834206899006
1896-11-01,15.905889723036024,15.139239249973123,15.704275727272034,16.03947134578929,15.027000695886747,15.622978956803031,16.240231660696175,14.050580654144287,15.136432495984165,15.795600891113281,14.115335179393401,15.531269990480864,16.38003662654332,15.54498118980258,15.900480031967163,16.22869300842285,14.370602123979209,15.906903912944179,16.27235557186988,14.518676561800387,15.771055508966315,16.066709121068318,14.63320908943812,15.680408159891764,16.053313434123993,14.257443024561955,15.277459104855856
1896-12-01,11.750389469994438,11.126046434454961,11.608125615119935,11.936647695653578,10.950549797273018,11.51932664539503,12.095308157113882,10.22751046180725,11.014773347161032,11.817000770568848,10.281811873683726,11.522039046654335,12.011143548148018,11.267882926791321,11.59531315167745,11.835923635042631,10.358297610628432,11.568839226999591,12.107000566297963,10.796767313960984,11.669712889684389,11.78908383846283,10.501125514507294,11.439296863697193,11.842375576496124,10.247923594254713,11.076208909352621
1897-01-01,8.16655585500929,7.170780120639626,7.9566253304481505,8.545176898731905,7.207718661133672,7.98902214091757,8.671615820664625,6.283820304870606,7.364613966508345,8.457400512695312,6.075477158896015,7.968385054514958,8.634536300386701,7.748529845593023,8.136917153994242,8.523615690378042,6.362616252208102,8.171677804762318,8.68977463629938,6.838549742114402,8.165315484347408,8.315125306447348,6.714396168788274,7.921370735874882,8.325437933206558,6.373904145680941,7.43500034014384
1897-02-01,13.460167249043783,12.613578621400606,13.301225614547729,14.057588857762953,12.81504285839242,13.544326720030412,14.32553922213041,12.112170553207397,13.119250644337047,13.884600639343262,11.769929390360875,13.424885272979736,14.324107919420515,13.455412378498153,13.82779230674108,14.209231523367075,12.13820346887561,13.865000663265105,14.183194160461426,12.514585577923318,13.632589627618659,14.077958981196085,12.55652137597402,13.671556190208152,14.065313220024109,12.21432744539701,13.248875657717386
1897-03-01,18.752723269992405,17.448376996801535,18.450425910949708,18.741589265711166,17.469775401370626,18.203196608501933,19.04046264061561,16.754920768737794,17.89084178751165,18.651601028442382,16.437338812071232,18.1841548039363,18.945143699645996,18.064216688567516,18.447792649269104,18.892693006075344,16.805305121601492,18.53316214776808,19.177162170410156,17.2080442933697,18.602261242801195,18.813042481740315,17.317396581172943,18.404593503033674,18.831563472747803,16.949193092492912,18.034292697906494
1897-04-01,19.390445391337078,18.200844860951836,19.088750886917115,19.54605977675494,18.447071344080104,19.068587925123133,20.191770406869743,17.99370077133179,19.112023657018486,19.456201171875,17.658445677299092,18.94657780573918,19.86107247216361,18.99815783781164,19.365313450495403,19.853154989389274,18.110225483991098,19.57361393590127,20.359162299863755,18.513581890362524,19.830781779877128,19.79833443959554,18.61458424727122,19.516852979306822,19.90643835067749,18.18450087767381,19.214834292729694
1897-05-01,23.173667695787216,22.516505652611407,22.944901132583617,23.243412803201114,22.4045644410899,22.879022888515305,23.806847205528847,21.87654104232788,22.877001112157647,23.09480094909668,21.859025928049324,22.763962672306942,23.52871540614537,22.74733446158615,23.09073023001353,23.474693445058968,22.069124194159023,23.22309789349956,23.961194684428552,22.282791567414176,23.50050790342566,23.448626041412354,22.4395010471344,23.191852852150245,23.558876156806946,22.070327978867752,22.958001216252644
1897-06-01,27.172001308865017,26.269203151037935,26.90805130004883,27.175942364860983,26.24621254289654,26.78191437928573,27.499078310452976,25.605621147155762,26.49852401560003,27.123401260375978,25.72139979596664,26.735809032733624,27.32203687940325,26.546491398530847,26.891897082328796,27.255385618943436,25.901870769003164,26.99687219435169,27.618452933526807,26.076305547721773,27.153549272720127,27.22150119145711,26.178688724835713,26.950630753128618,27.269126415252686,25.79790496826172,26.62337629000346
1897-07-01,29.29655689663357,28.51658849103735,29.057376194000245,29.20106023900649,28.431663378863266,28.865284048992656,29.54392462510329,27.646181354522707,28.605637680400502,29.11000175476074,27.933592046282893,28.81627060816838,29.492358480181014,28.732746386060526,29.06106384595235,29.37846301152156,28.0820738059887,29.12980793368432,29.634711111745528,28.08646386037231,29.193371263268876,29.312251329421997,28.34175133705139,29.085667998702437,29.365688800811768,27.909655020787167,28.756251255671184
1897-08-01,28.332501517401802,27.49043259926892,28.09932646751404,28.165236529181986,27.22205766489808,27.78154480975607,27.907847477839542,25.866331214904786,26.956728545102205,28.111001205444335,26.460784246913054,27.813578312213604,28.284537042890275,27.524471843943875,27.86839707692464,28.034693497877853,26.533088214155555,27.753130328270696,28.039775540751794,26.237159374674317,27.597864412281613,27.886168162027996,26.743730425834656,27.601408852471245,27.74337637424469,26.19713592529297,27.080918073654175
1897-09-01,24.9593898985121,24.01722139830983,24.703176069259644,24.89753049962661,23.927381381182602,24.53432721677034,24.896847358116737,22.87765106201172,23.91922833702781,24.870201110839844,22.895203960323673,24.515616490290714,25.137393951416016,24.374609030929268,24.71979276339213,24.8763857621413,23.091001165085945,24.591549596478863,25.09422702174033,23.48708805642109,24.63890530311898,24.697959343592327,23.43141774336497,24.37748252020942,24.658063769340515,23.051520310915432,23.996501127878826
1897-10-01,22.03366756439209,21.20034037598776,21.795376014709472,22.017941979800952,21.129747471339265,21.665892186372176,22.41600095308744,20.48494094848633,21.44327367435802,21.916801071166994,20.285808773651667,21.592770209679237,22.370072432926722,21.620765686035156,21.95343852043152,22.287923959585335,20.480558948240418,21.955807347451486,22.52571069040606,20.966894225169547,22.077138012402678,22.1423761844635,20.761271754900616,21.746001137627495,22.153626203536987,20.536808564112736,21.46225094795227
1897-11-01,15.81594509548611,15.881899868676422,15.758775734901429,16.00582425734576,15.394493653740682,15.78541376279748,16.13853938762958,14.187550668716431,15.155637090856379,15.79280071258545,14.560854782837566,15.686693118168758,16.401608058384486,15.735196805467792,16.033584117889404,16.19646219106821,14.565884721451912,15.876581315071352,16.177420216221964,14.555838652750248,15.750439173554721,15.978917558987936,14.750354806582132,15.621000855057328,15.947688162326813,14.40292369402372,15.24766731262207
1897-12-01,9.410833835601807,8.857202298050627,9.286350512504578,9.695059327518239,8.685141214182678,9.272609109463898,9.651308133051945,7.683000378608703,8.548500440337442,9.521000289916993,7.800324202432327,9.233961985661434,9.922178983688354,9.10935339273191,9.462958753108978,9.693308096665602,7.949094554652339,9.39296817779541,9.704645556788291,8.182178256068775,9.216493606567383,9.471375425656637,8.122875312964121,9.121926342999494,9.438563048839569,7.78051954966325,8.660000443458557
1898-01-01,11.878667301601833,11.470495993937922,11.752625608444214,12.248882910784554,11.30125408441248,11.838131033855936,12.436154438899113,10.362130498886108,11.323818705298685,12.061800575256347,10.365943528579223,11.744269774510311,12.560714857918876,11.764667230493883,12.100042223930359,12.441077525799091,10.572485999784607,12.11629089232414,12.47522646381009,10.809925403519582,11.980055404036012,12.279917240142822,10.818354626496633,11.88329678994638,12.191188097000122,10.496827418987568,11.406250556310018
1898-02-01,13.605556223127577,13.321642831924859,13.511550688743592,13.930412292480469,13.083380954366335,13.587261531663978,14.396923725421612,12.384500570297241,13.313818801533092,13.73260040283203,12.325085979339491,13.48526980326726,14.352893488747734,13.592294823889638,13.917979876200357,14.316308241624098,12.532435389532559,14.020710329855643,14.500871689088884,12.753423513631104,13.98011023377719,14.16883397102356,12.824854791164398,13.82366727899622,14.146875739097595,12.516769830997173,13.400208989779154
1898-03-01,16.078111754523384,15.321945645393582,15.876325702667236,16.399824366850012,15.300986639210876,15.898522480674412,16.94146229670598,14.92847074508667,15.937659870494496,16.280801010131835,14.648982886317786,15.825693093813383,16.642750876290457,15.810922304789225,16.164417425791424,16.645231540386494,14.967580429021863,16.349968417998284,17.21648468509797,15.461328811796287,16.720562438442283,16.616709232330322,15.36868824561437,16.286334214387118,16.691500902175903,15.04219308266273,15.980125864346823
1898-04-01,19.109778722127277,18.07281732121739,18.84115090370178,19.327942231122186,18.248676917922328,18.857587814331055,19.96346238943247,17.83219087600708,18.882069067521527,19.22820053100586,17.48664490099055,18.734154554513786,19.687929494040354,18.813177333158606,19.18197997411092,19.643000822800857,17.89686312191728,19.36842026249055,20.198097721222908,18.421419882491644,19.680932371583705,19.575834274291992,18.381959199905396,19.293630529333043,19.688001036643982,17.978904870840218,18.983084360758465
1898-05-01,24.26683447096083,23.450680041531903,24.011851119995118,24.325471429263843,23.27204320128535,23.892305291217305,24.64807833158053,22.691471061706544,23.666569362987172,24.271001052856445,22.59493700889506,23.853154769310585,24.396893773760116,23.611863790773878,23.970605214436848,24.331770236675556,22.795638692551766,24.048710669240645,24.873775236068234,23.15655839490325,24.39815178962603,24.299084424972534,23.160959442456562,23.97214917783384,24.36637592315674,22.849962674654446,23.70391782124837
1898-06-01,27.168223592970108,26.388560828812626,26.925726318359374,27.239413205315085,26.217663294832473,26.81691447548244,27.334001247699444,25.477171154022216,26.35286487232555,27.23460159301758,25.645417563007396,26.82630905738244,27.231036935533798,26.46186409744562,26.82235538959503,27.127847524789665,25.726472287938215,26.856775468395604,27.51903337047946,25.9992581695436,27.050343657193118,27.07970952987671,25.99673044681549,26.756408620763708,27.105876564979553,25.661193444178654,26.467918078104656
1898-07-01,28.37716844346788,27.9381573878297,28.198226594924925,28.360354143030502,27.505635194375483,28.0203274436619,28.137078211857723,26.370771255493164,27.27968315644698,28.35720100402832,26.82916850975824,28.056001369769756,28.456572805132186,27.735766055537205,28.072647253672283,28.245309096116287,26.83269687320875,27.97325934133222,28.44887235087733,26.91765344943925,28.013905407631235,28.061501423517864,26.997313618659973,27.736149470011394,28.01025152206421,26.62067435337947,27.39404312769572
1898-08-01,28.276445812649197,27.461239753513162,28.067126274108887,28.285295374253216,27.368226763228297,27.92787099921185,28.278770740215595,26.09523132324219,27.2052057873119,28.182801818847658,26.595890927569297,27.896424513596756,28.585572787693568,27.778118956322764,28.130313833554585,28.33107830927922,26.72795782227447,28.054356236611643,28.403420786703787,26.58672465448794,27.894289016723633,28.169959545135498,27.00050139427185,27.88922338132505,28.12518870830536,26.45878971540011,27.45179295539856
1898-09-01,25.418834580315483,24.63045071243146,25.16177625656128,25.339118733125574,24.657775905770315,25.07080550815748,25.94069348848783,23.984771118164062,25.009410207921807,25.141201400756835,23.869794757340728,24.89230904212365,26.03482266834804,25.252432542688705,25.57818869749705,25.90884751539964,24.193174997965496,25.63825927242156,26.189227011895948,24.5263687555969,25.75149442071784,25.766584634780884,24.52714701493581,25.480075341683847,25.739938616752625,24.139674186706543,25.094167709350586
1898-10-01,19.568445417616104,18.777991671080983,19.340525817871093,19.689765593584845,18.981550162946675,19.409348695174508,20.43023182795598,18.52031078338623,19.45318261059848,19.482400512695314,18.165737464334615,19.189616203308105,20.445286750793457,19.64513823565315,19.97579264640808,20.4058471092811,18.479928265447203,20.082387985721713,20.71451703963741,19.265400151490223,20.247891360766268,20.24712602297465,18.754584193229675,19.851371341281467,20.213563442230225,18.48938534809993,19.49666754404704
1898-11-01,12.639722718132866,11.68028494633666,12.423900580406189,12.773588909822351,11.645549854762118,12.306500621463941,12.975616088280312,10.844740524291993,11.8897733038122,12.639600372314453,10.775327886126643,12.292192789224478,12.927964925765991,12.110177002701105,12.465063075224558,12.812615981468788,11.01732657612234,12.495452234821935,13.102065147892121,11.412119134141522,12.61093211500612,12.70400059223175,11.30904221534729,12.316333912037036,12.721000492572784,11.002596653424776,11.989042162895203
1898-12-01,7.510167042414348,6.780890219802156,7.3694753527641295,7.929823847378001,6.680887625251017,7.424761212390402,7.65138501387376,5.6257102680206295,6.512659397992221,7.884600448608398,5.711993154681874,7.472884985116812,7.850107550621033,7.057941483516319,7.41770867506663,7.647769671220046,5.810065504433452,7.332193959143854,7.681742268223917,6.127755240489372,7.186712683063664,7.4712503751118975,6.015229453643163,7.082926273345947,7.451500356197357,5.708134880432715,6.64462532599767
1899-01-01,9.162333806355795,8.553780223251483,8.988325428962707,9.50723580753102,8.486155308468241,9.05345696988313,9.799615859985352,7.671270356178284,8.661614006215876,9.332600402832032,7.582245921749237,8.96261585675753,9.785250391278948,8.968980779834823,9.309333721796671,9.66992341555082,7.856804685316224,9.354097150987194,9.85161341390302,8.167541905354135,9.344945672440202,9.536583860715231,8.147042006254196,9.166555969803422,9.533687949180603,7.825942690555866,8.768375396728516
1899-02-01,6.027778095669216,5.324679125339613,5.888300275802612,6.57235330693862,5.458521399699467,6.101304676221765,7.1527694922227125,4.968010258674622,6.002909356897527,6.398400402069091,4.663455736594692,5.993692581470196,6.951321755136762,6.08123561447742,6.439604490995407,6.942307985745943,5.013992979906607,6.596774470421575,7.318000362765405,5.557265098858257,6.775849662414969,6.85458368062973,5.417146076758702,6.4724447462293835,6.8662503361701965,5.093596412585332,6.105916957060496
1899-03-01,17.076778411865234,16.069303460077407,16.863225746154786,17.75158904580509,16.37202898213561,17.162783415421195,18.06807752755972,15.696340703964234,16.88427337733182,17.70740089416504,15.413819204445836,17.072616136991062,17.94728660583496,17.028726390763826,17.42510501543681,17.9286931844858,15.870790523031484,17.590871687858336,18.208033161778605,16.088483015067965,17.63508308097108,17.837542692820232,16.35622990131378,17.462334314982098,17.843625783920288,15.957770017477182,17.02712571620941
1899-04-01,19.504056400722927,18.141230189472164,19.194600963592528,19.769295075360468,18.418000906286107,19.195305326710578,20.16338539123535,17.98294080734253,19.060591871088203,19.798801040649415,17.55193679103648,19.155577879685623,19.799001012529647,18.9230401282217,19.30918848514557,19.754231819739708,17.986558803613637,19.475065354377993,20.404194554974957,18.55413920134895,19.861425582676716,19.704792499542236,18.52460491657257,19.419408162434895,19.867875814437866,18.138673929067757,19.16204261779785
1899-05-01,25.78211233350966,24.678542460870304,25.494576120376585,25.933707181145163,24.755029275383748,25.43421857253365,26.528385895949143,24.41856107711792,25.44770557230169,25.91120147705078,24.151125687297128,25.404231951786922,25.860572746821813,25.06929535959281,25.43225125471751,25.93561656658466,24.410472164983336,25.673872178600682,26.73609801261656,24.98985101300266,26.23319307092118,26.039876063664753,24.8666885693868,25.726779019391095,26.19493877887726,24.55546261714055,25.520667791366577
1899-06-01,26.801890267266167,25.80690949116278,26.541051387786865,27.03053025638356,25.8240998496472,26.529088269109312,27.180154947134163,25.247301197052003,26.152455806732178,27.07580146789551,25.2741008636366,26.561578383812538,26.8285368510655,26.040393417956782,26.41079298655192,26.748462677001953,25.407609898111094,26.49261425387475,27.38977555305727,25.7762660527889,26.892864357935238,26.778417825698853,25.735646963119507,26.49251980251736,26.8912513256073,25.420808682074913,26.269334475199383
1899-07-01,27.88589021894667,27.332258101997027,27.69780135154724,28.037765839520624,27.217057617617325,27.702327355094578,28.290770750779373,26.392671241760254,27.38286490873857,28.004601287841798,26.667947864193085,27.668386092552772,28.243572780064174,27.504020915311926,27.834563732147217,28.155155181884766,26.784276713495668,27.903162494782478,28.535840126775927,26.880309606258106,28.085398608691072,28.088042894999187,27.073563814163208,27.84396418818721,28.130563735961914,26.6853666305542,27.529167811075848
1899-08-01,29.533834563361275,29.238570134574122,29.40962643623352,29.604648477890912,28.936987353042817,29.353827476501465,29.913001427283653,28.122131309509278,29.01638767936013,29.45060157775879,28.471072512589316,29.29607838850755,30.003822871616908,29.272569992963007,29.595438917477924,29.768463134765625,28.473095479218856,29.514420663156816,30.21767880839686,28.773736591866836,29.78919324482957,29.677876472473145,28.70375136534373,29.440890418158638,29.71056377887726,28.312136026529167,29.13020960489909
1899-09-01,24.836556752522785,23.994496599249885,24.602676153182983,24.888883254107306,24.048029322019765,24.56732708474864,25.33738591120793,23.436981086730956,24.422455700961027,24.78400077819824,23.282727075217032,24.462808755727913,25.333072594233922,24.569491442512064,24.897813717524212,25.18969359764686,23.562261968419172,24.92964639971333,25.635130359280495,24.181653290398035,25.203549189110326,25.08808437983195,23.889792720476787,24.815963886402272,25.115938782691956,23.52663564682007,24.488251129786175
1899-10-01,21.987501038445366,21.10222116522833,21.77947602272034,22.273177427404068,21.36460661552322,21.89980535921843,22.53146244929387,20.582820949554442,21.526569323106244,22.190800857543945,20.41119312815819,21.78873172173133,22.54289381844657,21.82319704691569,22.14183433850606,22.441231947678787,20.650189316791035,22.12738812354303,22.71145248413086,21.191392265289668,22.233069485180998,22.30908449490865,20.88498020172119,21.938371446397568,22.29887592792511,20.60592401944674,21.583459218343098
1899-11-01,15.570889525943333,14.59100066193747,15.378825688362122,15.9124714346493,14.872859874241788,15.471392071765402,15.746077757615309,13.750830640792847,14.661273414438421,15.806200981140137,13.817772885658563,15.416846935565655,15.895429304667882,15.220334146537033,15.51997995376587,15.679077515235313,14.048631108325461,15.387645875253986,15.854613704066123,14.278834693516668,15.375891136796508,15.511458913485209,14.18154239654541,15.131482124328613,15.503438174724579,13.877308313663189,14.737709005673727
