date,BlancoArtesian Zonetmax,BlancoContributing Zonetmax,BlancoRecharge Zonetmax,CiboloArtesian Zonetmax,CiboloContributing Zonetmax,CiboloRecharge Zonetmax,FrioArtesian Zonetmax,FrioContributing Zonetmax,FrioRecharge Zonetmax,GuadArtesian Zonetmax,GuadContributing Zonetmax,GuadRecharge Zonetmax,MedCibArtesian Zonetmax,MedCibContributing Zonetmax,MedCibRecharge Zonetmax,MedinaArtesian Zonetmax,MedinaContributing Zonetmax,MedinaRecharge Zonetmax,NuecesArtesian Zonetmax,NuecesContributing Zonetmax,NuecesRecharge Zonetmax,SabMedArtesian Zonetmax,SabMedContributing Zonetmax,SabMedRecharge Zonetmax,SabinalArtesian Zonetmax,SabinalContributing Zonetmax,SabinalRecharge Zonetmax
1895-11-01,19.55900001525879,19.55900001525879,19.55900001525879,19.540000915527344,19.452999114990234,19.540000915527344,21.285999298095703,20.652000427246094,21.128000259399414,19.266000747680664,19.21999931335449,19.266000747680664,20.216999053955078,19.86599922180176,20.0939998626709,20.413000106811523,20.038000106811523,20.413000106811523,21.382999420166016,20.993000030517575,21.268999099731445,20.92799949645996,20.46999931335449,20.725000381469727,21.17300033569336,20.554000854492188,20.91699981689453
1895-12-01,17.393999099731445,17.336000442504886,17.336000442504886,17.551000595092773,17.371000289916992,17.551000595092773,19.959999084472656,19.3700008392334,19.770999908447266,17.07200050354004,17.621999740600586,17.07200050354004,18.288000106811523,17.85300064086914,18.2189998626709,18.63400077819824,18.40999984741211,18.63400077819824,19.98900032043457,19.71999931335449,19.95199966430664,19.32200050354004,19.14900016784668,19.06399917602539,19.76000022888184,19.172000885009766,19.400999069213867
1896-01-01,16.06599998474121,16.06599998474121,16.06599998474121,16.392999649047848,16.166999816894528,16.392999649047848,17.993000030517578,17.028999328613278,17.766000747680664,16.035999298095707,15.951000213623047,16.035999298095707,17.194000244140625,16.759000778198242,17.02199935913086,17.28499984741211,16.976999282836914,17.28499984741211,18.047000885009766,17.636999130249023,17.951000213623047,17.680999755859375,17.290000915527347,17.431999206542972,17.89299964904785,17.106000900268555,17.589000701904293
1896-02-01,18.63500022888184,18.631999969482425,18.631999969482425,18.92799949645996,18.67799949645996,18.92799949645996,21.121999740600586,20.141000747680664,20.878000259399414,18.53199958801269,18.770000457763672,18.53199958801269,19.78700065612793,19.48699951171875,19.78700065612793,20.14699935913086,19.86000061035156,20.14699935913086,21.23200035095215,20.881000518798828,21.167999267578125,20.65699958801269,20.250999450683594,20.4060001373291,20.93600082397461,20.243000030517575,20.590999603271484
1896-03-01,21.834999084472656,21.791000366210934,21.834999084472656,21.996999740600586,21.82999992370605,21.996999740600586,24.21999931335449,24.03400039672852,24.11400032043457,21.996999740600586,21.86100006103516,21.996999740600586,22.31100082397461,22.013999938964844,22.31100082397461,22.67200088500977,22.451000213623047,22.67900085449219,24.434999465942386,24.24799919128418,24.351999282836914,23.44599914550781,23.41900062561035,23.23900032043457,23.79999923706055,23.566999435424805,23.65999984741211
1896-04-01,25.663000106811523,25.663000106811523,25.663000106811523,25.43199920654297,25.24099922180176,25.43199920654297,27.618999481201172,26.87899971008301,27.46199989318848,25.26499938964844,25.541000366210934,25.26499938964844,26.18199920654297,25.899999618530273,26.18199920654297,26.45599937438965,26.4379997253418,26.45599937438965,27.858999252319336,27.625,27.858999252319336,26.83099937438965,26.791000366210934,26.791000366210934,27.283000946044922,26.81100082397461,27.12400054931641
1896-05-01,31.39900016784668,31.57500076293945,31.39900016784668,31.13400077819824,31.44499969482422,31.173999786376953,33.10400009155273,32.138999938964844,32.889999389648445,30.74799919128418,31.70400047302246,31.173999786376953,31.517000198364254,31.21999931335449,31.517000198364254,31.812000274658203,31.833999633789066,31.81599998474121,33.68899917602539,33.887001037597656,33.68899917602539,32.27199935913086,32.088001251220696,32.088001251220696,32.812000274658196,32.12099838256836,32.73099899291992
1896-06-01,35.85900115966797,35.823001861572266,35.823001861572266,35.58599853515625,35.71099853515625,35.58599853515625,37.25500106811523,36.3390007019043,37.02299880981445,35.41299819946289,35.810001373291016,35.48500061035156,35.86800003051758,35.72600173950195,35.86800003051758,36.08399963378906,35.91600036621094,36.08399963378906,37.48199844360352,36.948001861572266,37.305999755859375,36.50400161743164,36.14500045776367,36.323001861572266,36.88199996948242,36.24100112915039,36.64599990844727
1896-07-01,35.30199813842773,35.292999267578125,35.292999267578125,34.75699996948242,34.713001251220696,34.75699996948242,35.902000427246094,34.884998321533196,35.65800094604492,34.75699996948242,34.79199981689453,34.75699996948242,34.919998168945305,34.707000732421875,34.919998168945305,35.1870002746582,34.863998413085945,35.1870002746582,36.09099960327149,35.61000061035156,35.91400146484375,35.542999267578125,34.987998962402344,35.277000427246094,35.81100082397461,34.955001831054695,35.40700149536133
1896-08-01,36.4379997253418,36.4119987487793,36.4119987487793,35.880001068115234,35.946998596191406,35.880001068115234,36.849998474121094,35.94499969482422,36.6510009765625,35.880001068115234,36.02799987792969,35.96900177001953,36.124000549316406,35.95800018310547,36.124000549316406,36.29299926757813,35.99100112915039,36.29299926757813,37.10599899291992,36.571998596191406,36.89300155639648,36.540000915527344,36.10900115966797,36.34000015258789,36.78200149536133,36.06900024414063,36.374000549316406
1896-09-01,32.80500030517578,32.79800033569336,32.79800033569336,31.966999053955078,32.33300018310547,32.113998413085945,32.820999145507805,32.185001373291016,32.74499893188477,31.856000900268555,32.57699966430664,32.28799819946289,32.375,32.18000030517578,32.375,32.54399871826172,32.28400039672852,32.54399871826172,33.027999877929695,32.685001373291016,32.93199920654297,32.673999786376946,32.31399917602539,32.47900009155273,32.82699966430664,32.21699905395508,32.52700042724609
1896-10-01,24.979999542236328,24.9379997253418,24.9379997253418,24.658000946044922,24.395999908447266,24.658000946044922,25.99900054931641,25.250999450683594,25.82600021362305,24.29599952697754,24.381000518798828,24.29599952697754,25.28000068664551,25.018999099731445,25.28000068664551,25.517000198364254,25.16699981689453,25.517000198364254,26.23900032043457,25.65399932861328,26.035999298095703,25.941999435424805,25.30299949645996,25.5939998626709,26.131999969482425,25.211000442504886,25.590999603271484
1896-11-01,21.45499992370605,21.45499992370605,21.45499992370605,21.44099998474121,21.336000442504886,21.44099998474121,22.511999130249023,21.565000534057614,22.298999786376953,21.128999710083008,21.11000061035156,21.128999710083008,22.280000686645508,21.89699935913086,21.965999603271484,22.14699935913086,21.79599952697754,22.14699935913086,22.5310001373291,22.035999298095703,22.41399955749512,22.44099998474121,21.79800033569336,22.15699958801269,22.55200004577637,21.70199966430664,22.131000518798828
1896-12-01,18.576000213623047,18.56999969482422,18.576000213623047,18.702999114990234,18.527000427246094,18.649999618530273,20.114999771118164,19.090999603271484,19.822999954223636,18.63599967956543,18.565000534057614,18.63599967956543,19.06999969482422,18.64699935913086,18.915000915527344,19.229999542236328,18.841999053955078,19.229999542236328,20.145000457763672,19.625,20.041000366210934,19.65900039672852,19.125,19.39299964904785,19.974000930786133,19.125999450683594,19.548999786376953
1897-01-01,13.909000396728516,13.909000396728516,13.909000396728516,13.52299976348877,13.315999984741213,13.50100040435791,15.20199966430664,14.022000312805176,15.104999542236328,13.31999969482422,13.31999969482422,13.31999969482422,14.21500015258789,13.809000015258787,14.085000038146973,14.432000160217285,14.02400016784668,14.432000160217285,15.260000228881836,14.868000030517578,15.211000442504885,14.805999755859375,14.20699977874756,14.54800033569336,15.081000328063965,14.041999816894533,14.73900032043457
1897-02-01,20.257999420166016,20.18400001525879,20.257999420166016,20.43600082397461,20.249000549316406,20.43600082397461,22.458999633789066,21.27899932861328,22.08699989318848,20.3129997253418,20.256999969482425,20.3129997253418,21.22100067138672,20.881000518798828,21.22100067138672,21.506999969482425,21.23600006103516,21.506999969482425,22.55100059509277,21.951000213623047,22.356000900268555,21.965999603271484,21.45199966430664,21.732999801635746,22.19099998474121,21.351999282836914,21.81599998474121
1897-03-01,25.06999969482422,25.06999969482422,25.06999969482422,24.78000068664551,24.57600021362305,24.78000068664551,26.768999099731445,25.55200004577637,26.45199966430664,24.520999908447266,24.520999908447266,24.520999908447266,25.58300018310547,25.231000900268555,25.58300018310547,25.868000030517575,25.53899955749512,25.868000030517575,27.216999053955078,26.5629997253418,27.07200050354004,26.30200004577637,25.893999099731445,26.117000579833984,26.466999053955078,25.65099906921387,26.29599952697754
1897-04-01,26.05599975585937,26.05599975585937,26.05599975585937,25.891000747680664,25.70000076293945,25.891000747680664,27.854999542236328,26.934999465942386,27.60400009155273,25.815000534057614,25.709999084472656,25.815000534057614,26.702999114990234,26.489999771118164,26.702999114990234,26.989999771118164,26.73200035095215,26.989999771118164,28.149999618530273,27.663000106811523,28.03400039672852,27.233999252319336,26.88500022888184,27.03400039672852,27.59000015258789,26.854999542236328,27.41399955749512
1897-05-01,29.2189998626709,29.2189998626709,29.2189998626709,29.173999786376953,29.020999908447266,29.173999786376953,30.80900001525879,29.88999938964844,30.541000366210934,28.891000747680664,29.08300018310547,28.94099998474121,29.768999099731445,29.636999130249023,29.767000198364254,29.99900054931641,29.683000564575195,29.99900054931641,30.965999603271484,30.48500061035156,30.836000442504886,30.2450008392334,29.93199920654297,29.99900054931641,30.566999435424805,29.895000457763672,30.30900001525879
1897-06-01,32.95600128173828,32.948001861572266,32.948001861572266,32.73199844360352,32.617000579833984,32.73199844360352,34.333999633789055,33.08300018310547,34.01900100708008,32.73199844360352,32.650001525878906,32.73199844360352,33.33700180053711,33.154998779296875,33.21699905395508,33.472000122070305,33.110000610351555,33.472000122070305,34.507999420166016,33.916000366210945,34.29800033569336,33.80899810791016,33.32400131225586,33.53300094604492,34.14500045776367,33.165000915527344,33.694000244140625
1897-07-01,36.209999084472656,36.209999084472656,36.209999084472656,35.87799835205078,35.73699951171875,35.87799835205078,37.26900100708008,36.2859992980957,37.04700088500977,35.87799835205078,35.79600143432617,35.87799835205078,36.349998474121094,36.11899948120117,36.25199890136719,36.50899887084961,36.17200088500977,36.50899887084961,37.24599838256836,36.790000915527344,37.06399917602539,36.91600036621094,36.42100143432617,36.58700180053711,37.18600082397461,36.38899993896485,36.77899932861328
1897-08-01,34.812000274658196,34.77000045776367,34.77000045776367,34.29800033569336,34.220001220703125,34.29800033569336,34.64500045776367,33.838001251220696,34.570999145507805,34.29800033569336,34.26300048828125,34.29800033569336,34.47499847412109,34.347999572753906,34.47499847412109,34.625,34.304000854492195,34.625,34.786998748779304,34.55099868774414,34.762001037597656,34.75600051879883,34.27899932861328,34.549999237060554,34.75600051879883,34.0989990234375,34.397998809814446
1897-09-01,31.395999908447266,31.395999908447266,31.395999908447266,31.336000442504886,31.194000244140625,31.336000442504886,32.31399917602539,31.78499984741211,32.2239990234375,31.336000442504886,31.25,31.336000442504886,31.89800071716309,31.70599937438965,31.791000366210934,31.92799949645996,31.69599914550781,31.92799949645996,32.542999267578125,32.09400177001953,32.35800170898437,32.07199859619141,31.816999435424805,31.92900085449219,32.25,31.809999465942386,32.064998626708984
1897-10-01,28.44499969482422,28.44499969482422,28.44499969482422,28.20199966430664,28.042999267578125,28.20199966430664,29.33799934387207,28.57399940490723,29.15200042724609,28.16399955749512,28.10300064086914,28.16399955749512,28.875,28.70400047302246,28.875,29.077999114990234,28.66200065612793,29.077999114990234,29.444000244140625,28.857999801635746,29.30900001525879,29.25,28.577999114990234,28.99099922180176,29.322999954223636,28.53700065612793,28.96299934387207
1897-11-01,22.131000518798828,23.131000518798828,22.17099952697754,22.350000381469727,22.391000747680664,22.350000381469727,23.21500015258789,22.61400032043457,23.077999114990234,21.900999069213867,22.726999282836914,22.239999771118164,23.00399971008301,22.756999969482425,22.88400077819824,23.04999923706055,22.702999114990234,23.04999923706055,23.30900001525879,23.040000915527344,23.268999099731445,23.149999618530273,22.642000198364254,22.90200042724609,23.19099998474121,22.631999969482425,22.92700004577637
1897-12-01,15.04800033569336,15.020000457763672,15.04800033569336,15.371000289916992,15.177000045776367,15.371000289916992,16.542999267578125,15.60099983215332,16.315000534057614,15.086000442504885,15.03600025177002,15.086000442504885,16.051000595092773,15.684000015258787,15.855999946594238,16.066999435424805,15.722999572753904,16.066999435424805,16.516000747680664,16.145000457763672,16.426000595092773,16.330999374389652,15.789999961853027,16.030000686645508,16.523000717163086,15.74899959564209,16.100000381469727
1898-01-01,17.860000610351562,17.89699935913086,17.860000610351562,18.148000717163086,17.93400001525879,18.148000717163086,19.415000915527344,18.533000946044922,19.19499969482422,17.76799964904785,17.86199951171875,17.76799964904785,18.934999465942386,18.540000915527344,18.766000747680664,19.020000457763672,18.70599937438965,19.020000457763672,19.375,18.94099998474121,19.26000022888184,19.33799934387207,18.76000022888184,19.06999969482422,19.450000762939453,18.56800079345703,18.996999740600586
1898-02-01,20.101999282836914,20.91900062561035,20.101999282836914,20.452999114990234,20.273000717163086,20.452999114990234,22.207000732421875,21.2549991607666,21.95199966430664,20.038000106811523,20.50200080871582,20.104000091552734,21.29800033569336,20.98600006103516,21.29800033569336,21.562000274658203,21.326000213623047,21.562000274658203,22.288000106811523,21.836000442504886,22.17300033569336,21.85099983215332,21.405000686645508,21.652999877929688,22.05500030517578,21.31999969482422,21.707000732421875
1898-03-01,22.125,21.922000885009766,22.125,22.336000442504886,22.15699958801269,22.336000442504886,23.743000030517575,22.73900032043457,23.45499992370605,22.336000442504886,22.177000045776367,22.336000442504886,22.847999572753906,22.52400016784668,22.81100082397461,23.02700042724609,22.742000579833984,23.02700042724609,23.90099906921387,23.500999450683594,23.822999954223636,23.40900039672852,22.84600067138672,23.18099975585937,23.59000015258789,22.756000518798828,23.20499992370605
1898-04-01,25.743999481201172,25.743999481201172,25.743999481201172,25.67700004577637,25.46199989318848,25.67700004577637,27.408000946044922,26.375999450683594,27.149999618530273,25.423999786376953,25.54700088500977,25.423999786376953,26.45499992370605,26.268999099731445,26.45499992370605,26.666000366210934,26.37899971008301,26.666000366210934,27.461000442504886,27.090999603271484,27.37800025939941,26.790000915527344,26.559999465942386,26.641000747680664,27.17700004577637,26.476999282836914,26.863000869750977
1898-05-01,29.812000274658203,29.812000274658203,29.812000274658203,29.69700050354004,29.57600021362305,29.69700050354004,31.09700012207031,30.12400054931641,30.81800079345703,29.69700050354004,29.62700080871582,29.69700050354004,30.04400062561035,29.90399932861328,30.04400062561035,30.27300071716309,29.96199989318848,30.27300071716309,31.291000366210934,30.92700004577637,31.16900062561035,30.53000068664551,29.9950008392334,30.309999465942386,30.836000442504886,29.964000701904297,30.50900077819824
1898-06-01,33.060001373291016,33.05599975585937,33.060001373291016,33.268001556396484,33.10599899291992,33.268001556396484,33.902999877929695,32.69499969482422,33.5989990234375,33.268001556396484,33.11999893188477,33.268001556396484,33.023998260498054,32.958999633789055,33.023998260498054,33.23600006103516,32.8489990234375,33.23600006103516,34.141998291015625,33.57199859619141,33.98400115966797,33.463001251220696,32.757999420166016,33.32699966430664,33.669998168945305,32.72499847412109,33.44300079345703
1898-07-01,35.00899887084961,34.891998291015625,35.00899887084961,35.30599975585937,35.112998962402344,35.30599975585937,35.112998962402344,34.28499984741211,34.875999450683594,35.30599975585937,35.136001586914055,35.30599975585937,34.772998809814446,34.67699813842773,34.772998809814446,34.97800064086914,34.56999969482422,34.97800064086914,35.415000915527344,35.023998260498054,35.33399963378906,35.04199981689453,34.26300048828125,34.988998413085945,35.070999145507805,34.166000366210945,35.005001068115234
1898-08-01,35.117000579833984,35.117000579833984,35.117000579833984,35.077999114990234,34.99100112915039,35.077999114990234,35.630001068115234,34.763999938964844,35.486000061035156,35.077999114990234,35.00299835205078,35.077999114990234,35.27799987792969,35.13100051879883,35.19300079345703,35.31999969482422,35.064998626708984,35.31999969482422,35.840999603271484,35.45500183105469,35.73400115966797,35.47999954223633,35.06800079345703,35.362998962402344,35.60900115966797,34.965999603271484,35.41400146484375
1898-09-01,31.591999053955078,31.591999053955078,31.591999053955078,31.292999267578125,31.386999130249023,31.386999130249023,32.80599975585937,32.15800094604492,32.630001068115234,30.81999969482422,31.388999938964844,31.357999801635746,32.270999908447266,32.10300064086914,32.20600128173828,32.35400009155273,32.09600067138672,32.35400009155273,33.025001525878906,32.737998962402344,32.89099884033203,32.55099868774414,32.31800079345703,32.432998657226555,32.720001220703125,32.23300170898437,32.487998962402344
1898-10-01,27.28199958801269,27.28199958801269,27.28199958801269,27.31599998474121,27.333999633789066,27.33300018310547,28.9689998626709,28.30100059509277,28.79199981689453,26.95599937438965,27.15299987792969,27.12800025939941,28.3439998626709,28.19599914550781,28.3439998626709,28.59900093078613,28.19099998474121,28.59900093078613,29.356000900268555,28.770000457763672,29.113000869750977,28.82600021362305,28.163000106811523,28.625999450683594,28.959999084472656,28.12800025939941,28.67900085449219
1898-11-01,18.665000915527344,18.665000915527344,18.665000915527344,18.527000427246094,18.354000091552734,18.527000427246094,19.839000701904297,18.95800018310547,19.66900062561035,18.285999298095703,18.285999298095703,18.285999298095703,19.38599967956543,18.96199989318848,19.051000595092773,19.291000366210934,18.95599937438965,19.291000366210934,19.91699981689453,19.53199958801269,19.827999114990234,19.586000442504886,19.0310001373291,19.36100006103516,19.691999435424805,19.000999450683594,19.420000076293945
1898-12-01,13.357000350952148,13.357000350952148,13.357000350952148,13.520000457763672,13.34000015258789,13.461000442504885,14.51099967956543,13.583000183105467,14.281999588012695,13.385000228881836,13.3100004196167,13.385000228881836,14.06700038909912,13.640000343322756,13.854000091552734,14.098999977111815,13.727999687194824,14.098999977111815,14.609000205993652,14.128000259399414,14.46500015258789,14.33199977874756,13.83899974822998,14.14900016784668,14.5,13.751999855041506,14.1850004196167
1899-01-01,15.545999526977539,15.95699977874756,15.545999526977539,15.807000160217285,15.614999771118164,15.807000160217285,17.062000274658207,16.259000778198242,16.85300064086914,15.524999618530273,15.710000038146973,15.524999618530273,16.472000122070312,16.128000259399414,16.378999710083008,16.631999969482422,16.281000137329098,16.631999969482422,16.990999221801758,16.68899917602539,16.906000137329098,16.839000701904293,16.312000274658207,16.618999481201172,16.947999954223633,16.322999954223633,16.66200065612793
1899-02-01,13.083999633789062,12.911999702453613,13.083999633789062,13.470999717712402,13.20199966430664,13.470999717712402,15.067999839782715,14.029000282287598,14.779999732971193,13.208999633789062,13.128000259399414,13.208999633789062,14.369999885559082,14.071999549865724,14.369999885559082,14.605999946594238,14.26099967956543,14.605999946594238,15.16800022125244,14.753999710083008,15.104999542236328,14.744999885559082,14.263999938964846,14.637999534606935,14.95199966430664,14.15999984741211,14.604999542236328
1899-03-01,24.709999084472656,24.5,24.709999084472656,24.91900062561035,24.73699951171875,24.91900062561035,26.37700080871582,25.246999740600586,26.097999572753906,24.91900062561035,24.76099967956543,24.91900062561035,25.65500068664551,25.415000915527344,25.65500068664551,25.822999954223636,25.541000366210934,25.822999954223636,26.457000732421875,26.02899932861328,26.34600067138672,26.13599967956543,25.541000366210934,25.937000274658203,26.23600006103516,25.386999130249023,25.92700004577637
1899-04-01,25.96299934387207,25.96299934387207,25.96299934387207,26.02899932861328,25.856000900268555,26.02899932861328,27.59900093078613,26.577999114990234,27.334999084472656,26.02899932861328,25.89800071716309,26.02899932861328,26.64299964904785,26.45000076293945,26.64299964904785,26.86400032043457,26.541000366210934,26.86400032043457,27.645999908447266,27.35400009155273,27.586000442504886,26.95400047302246,26.729999542236328,26.791000366210934,27.356000900268555,26.67099952697754,27.09000015258789
1899-05-01,31.31399917602539,31.31399917602539,31.31399917602539,31.17099952697754,31.040000915527344,31.17099952697754,32.78200149536133,31.72800064086914,32.516998291015625,31.17099952697754,31.101999282836914,31.17099952697754,31.295000076293945,30.99900054931641,31.295000076293945,31.64699935913086,31.32900047302246,31.64699935913086,33.016998291015625,32.566001892089844,32.89699935913086,32.08100128173828,31.67099952697754,31.841999053955078,32.48699951171875,31.68099975585937,32.19300079345703
1899-06-01,32.833999633789055,32.73600006103516,32.833999633789055,33.042999267578125,32.886001586914055,33.042999267578125,33.613998413085945,32.42300033569336,33.31999969482422,33.042999267578125,32.902999877929695,33.042999267578125,32.53400039672852,32.47100067138672,32.53400039672852,32.68600082397461,32.38399887084961,32.68600082397461,33.873001098632805,33.312000274658196,33.70399856567383,33.06100082397461,32.5,32.80199813842773,33.36999893188477,32.48400115966797,32.99700164794922
1899-07-01,34.35499954223633,34.70199966430664,34.35499954223633,34.520999908447266,34.36199951171875,34.520999908447266,35.10300064086914,34.242000579833984,34.92300033569336,34.520999908447266,34.56999969482422,34.520999908447266,34.48099899291992,34.30899810791016,34.48099899291992,34.666000366210945,34.307998657226555,34.666000366210945,35.277000427246094,34.827999114990234,35.08100128173828,34.80199813842773,34.360000610351555,34.660999298095696,34.99399948120117,34.29399871826172,34.75400161743164
1899-08-01,37.124000549316406,38.10300064086914,37.15700149536133,36.94499969482422,37.3489990234375,37.16699981689453,37.81700134277344,37.03499984741211,37.58700180053711,36.89500045776367,37.733001708984375,37.16699981689453,37.479000091552734,37.33599853515625,37.479000091552734,37.573001861572266,37.266998291015625,37.573001861572266,38.02999877929688,37.60699844360352,37.85100173950195,37.599998474121094,37.25400161743164,37.45000076293945,37.79100036621094,37.141998291015625,37.44900131225586
1899-09-01,32.10499954223633,32.10499954223633,32.10499954223633,31.9950008392334,31.88400077819824,31.9950008392334,33.04399871826172,32.35599899291992,32.889999389648445,31.9950008392334,31.92099952697754,31.9950008392334,32.575000762939446,32.47900009155273,32.575000762939446,32.687999725341804,32.44900131225586,32.687999725341804,33.25600051879883,32.819000244140625,33.13199996948242,32.807998657226555,32.580001831054695,32.67599868774414,32.958999633789055,32.47499847412109,32.74499893188477
1899-10-01,28.257999420166016,28.257999420166016,28.257999420166016,28.32699966430664,28.160999298095703,28.32699966430664,28.952999114990234,28.23900032043457,28.792999267578125,28.32699966430664,28.19700050354004,28.32699966430664,28.34499931335449,28.006999969482425,28.197999954223636,28.569000244140625,28.06599998474121,28.569000244140625,29.09700012207031,28.63599967956543,28.996999740600586,28.82500076293945,28.22100067138672,28.57600021362305,28.93600082397461,28.19499969482422,28.613000869750977
1899-11-01,22.22599983215332,22.22599983215332,22.22599983215332,22.18400001525879,22.07999992370605,22.18400001525879,22.558000564575195,21.700000762939453,22.3700008392334,22.18400001525879,22.117000579833984,22.18400001525879,22.099000930786133,21.59600067138672,21.8700008392334,22.038000106811523,21.636999130249023,22.038000106811523,22.641000747680664,22.256999969482425,22.583999633789066,22.416000366210934,21.70800018310547,22.100000381469727,22.51799964904785,21.68000030517578,22.121999740600586
