date,BlancoArtesian Zonetmin,BlancoContributing Zonetmin,BlancoRecharge Zonetmin,CiboloArtesian Zonetmin,CiboloContributing Zonetmin,CiboloRecharge Zonetmin,FrioArtesian Zonetmin,FrioContributing Zonetmin,FrioRecharge Zonetmin,GuadArtesian Zonetmin,GuadContributing Zonetmin,GuadRecharge Zonetmin,MedCibArtesian Zonetmin,MedCibContributing Zonetmin,MedCibRecharge Zonetmin,MedinaArtesian Zonetmin,MedinaContributing Zonetmin,MedinaRecharge Zonetmin,NuecesArtesian Zonetmin,NuecesContributing Zonetmin,NuecesRecharge Zonetmin,SabMedArtesian Zonetmin,SabMedContributing Zonetmin,SabMedRecharge Zonetmin,SabinalArtesian Zonetmin,SabinalContributing Zonetmin,SabinalRecharge Zonetmin
1970-04-01,13.48799991607666,11.770999908447266,13.48799991607666,14.447999954223633,11.06999969482422,12.93299961090088,13.564000129699707,11.079000473022461,11.564000129699707,14.472999572753904,9.977999687194824,13.454000473022461,13.668999671936035,11.991999626159668,12.93299961090088,13.508999824523926,10.043999671936037,12.128000259399414,13.331000328063965,11.572999954223633,12.157999992370605,12.303000450134276,10.14799976348877,12.128000259399414,12.303000450134276,10.14799976348877,11.383999824523926
1970-05-01,15.213000297546387,13.055999755859375,14.8149995803833,15.35099983215332,12.402000427246096,13.598999977111815,15.340999603271484,12.848999977111815,13.692999839782715,15.48900032043457,12.210000038146973,14.293999671936035,14.522000312805176,12.720999717712402,13.598999977111815,14.73900032043457,12.234999656677244,13.866000175476074,15.093999862670898,13.229999542236328,14.045000076293945,14.335000038146973,12.439000129699707,13.866000175476074,14.335000038146973,12.439000129699707,13.595000267028807
1970-06-01,19.34000015258789,17.597000122070312,19.34000015258789,19.996000289916992,17.142999649047848,18.15399932861328,19.405000686645508,17.233999252319336,17.749000549316406,20.06399917602539,16.91200065612793,18.724000930786133,18.79599952697754,17.349000930786133,18.09600067138672,18.961000442504886,16.892000198364258,18.125,19.35700035095215,17.163999557495114,18.152999877929688,18.49399948120117,16.892000198364258,18.125,18.49399948120117,16.892000198364258,17.72599983215332
1970-07-01,21.045000076293945,19.57200050354004,21.045000076293945,21.73900032043457,19.04800033569336,19.86899948120117,21.232999801635746,19.341999053955078,19.5310001373291,21.777999877929688,18.874000549316406,20.371999740600586,20.483999252319336,19.051000595092773,19.79400062561035,20.61000061035156,19.00900077819824,20.13999938964844,21.44300079345703,19.41900062561035,20.15900039672852,20.40999984741211,19.00900077819824,20.13999938964844,20.40999984741211,19.00900077819824,19.5310001373291
1970-08-01,21.68899917602539,19.392000198364254,21.211000442504886,22.18099975585937,18.576000213623047,19.757999420166016,21.14299964904785,19.01099967956543,19.06100082397461,22.257999420166016,18.50200080871582,20.584999084472656,20.61400032043457,18.797000885009766,19.757999420166016,20.6879997253418,18.44599914550781,19.732999801635746,21.363000869750977,19.07900047302246,19.850000381469727,20.047000885009766,18.44599914550781,19.732999801635746,20.047000885009766,18.44599914550781,19.06100082397461
1970-09-01,20.33099937438965,17.743000030517578,19.638999938964844,20.479000091552734,17.218000411987305,18.88999938964844,19.030000686645508,16.959999084472653,16.986000061035153,20.503999710083008,15.89799976348877,19.316999435424805,19.424999237060547,18.04599952697754,18.88999938964844,18.93600082397461,15.725000381469727,17.784000396728516,19.04400062561035,17.245000839233402,17.795000076293945,17.85700035095215,15.725000381469727,17.604000091552734,17.85700035095215,15.725000381469727,16.986000061035153
1970-10-01,11.734999656677244,9.68000030517578,11.734999656677244,12.08199977874756,9.265000343322754,10.59000015258789,11.821000099182127,9.3100004196167,9.723999977111816,12.144000053405762,7.8309998512268075,11.34000015258789,11.76099967956543,9.880999565124512,10.59000015258789,11.878999710083008,8.197999954223633,10.86400032043457,12.0,9.694000244140623,10.515999794006348,10.782999992370604,8.487000465393066,10.782999992370604,10.782999992370604,8.487000465393066,9.723999977111816
1970-11-01,4.360000133514403,2.0580000877380367,4.360000133514403,4.4089999198913565,1.315999984741211,2.999000072479248,4.412000179290772,1.61899995803833,2.226999998092652,4.4089999198913565,0.1770000010728836,4.0390000343322745,4.041999816894531,2.1300001144409184,2.999000072479248,4.019999980926514,0.1770000010728836,2.7039999961853027,4.448999881744385,2.2330000400543213,3.1679999828338623,2.9539999961853027,0.2419999986886978,2.2090001106262207,2.9539999961853027,0.35600000619888306,2.121999979019165
1970-12-01,7.7290000915527335,4.623000144958496,7.572999954223633,7.986000061035156,4.0399999618530265,6.0929999351501465,6.853000164031982,3.9179999828338623,4.014999866485597,8.083999633789062,2.566999912261963,6.980000019073486,7.4770002365112305,5.0339999198913565,6.0929999351501465,7.415999889373778,2.365999937057495,5.6500000953674325,6.651999950408936,4.36299991607666,5.0920000076293945,5.385000228881836,2.365999937057495,4.955999851226807,5.385000228881836,2.365999937057495,4.014999866485597
1971-01-01,3.8350000381469727,1.1169999837875366,3.8350000381469727,4.486999988555908,0.44999998807907104,2.6589999198913574,3.839999914169312,0.19499999284744265,0.7160000205039978,4.616000175476074,0.0,3.4560000896453857,3.921000003814697,1.784000039100647,2.6589999198913574,3.7720000743865967,0.0,1.8980000019073489,3.859999895095825,1.156999945640564,2.0550000667572017,1.9650000333786009,0.0,1.1660000085830688,1.9650000333786009,0.0,0.7160000205039978
1971-02-01,3.996999979019165,1.5770000219345093,3.996999979019165,4.787000179290772,0.906000018119812,2.8359999656677246,4.400000095367432,1.1460000276565552,1.5779999494552612,4.8410000801086435,0.0,3.509000062942505,4.02899980545044,1.9490000009536743,2.8359999656677246,4.013999938964844,0.0,2.23799991607666,4.3410000801086435,1.843000054359436,2.931999921798706,2.5460000038146973,0.0,1.8009999990463257,2.5460000038146973,0.0,1.4869999885559082
1971-03-01,6.4689998626708975,4.379000186920166,6.4689998626708975,7.5440001487731925,3.6540000438690186,5.276999950408936,7.396999835968018,3.9249999523162837,4.686999797821045,7.640999794006348,2.6470000743865967,6.171000003814697,6.703999996185303,4.2189998626708975,5.276999950408936,6.841000080108643,2.674000024795532,5.2729997634887695,8.104000091552733,5.064000129699707,6.4060001373291025,5.625999927520752,2.674000024795532,5.230000019073486,5.625999927520752,2.674000024795532,4.633999824523926
1971-04-01,11.045000076293944,9.50100040435791,11.045000076293944,11.781000137329102,8.598999977111816,9.786999702453613,11.795999526977539,9.237000465393066,9.637999534606934,11.885000228881836,8.029000282287598,10.664999961853027,10.937000274658203,8.958000183105469,9.786999702453613,11.079999923706056,7.964000225067139,9.746000289916992,12.418999671936035,9.899999618530273,10.890999794006348,10.22599983215332,7.964000225067139,9.72700023651123,10.22599983215332,7.97599983215332,9.473999977111816
1971-05-01,17.069999694824222,15.190999984741213,16.665000915527347,17.580999374389652,14.42199993133545,15.458999633789062,17.207000732421875,14.883999824523926,15.619000434875488,17.6299991607666,14.267000198364258,16.273000717163086,16.504999160766598,14.65999984741211,15.458999633789062,16.738000869750973,14.420999526977539,15.822999954223633,17.444000244140625,15.29300022125244,16.357999801635742,16.249000549316403,14.517999649047852,15.822999954223633,16.249000549316403,14.517999649047852,15.592000007629395
1971-06-01,21.600000381469727,19.9060001373291,21.051000595092773,21.947999954223636,19.527000427246094,20.405000686645508,20.944000244140625,19.198999404907227,19.812000274658203,22.02199935913086,19.11000061035156,20.841999053955078,21.027999877929688,19.729000091552734,20.405000686645508,21.170000076293945,19.256999969482425,20.4950008392334,20.650999069213867,19.142000198364254,20.229000091552734,20.562000274658203,19.256999969482425,20.4950008392334,20.562000274658203,19.256999969482425,19.812000274658203
1971-07-01,21.94499969482422,20.145999908447266,21.48900032043457,22.378999710083008,19.50900077819824,20.350000381469727,20.761999130249023,19.222000122070312,19.38999938964844,22.493000030517575,19.03199958801269,20.95499992370605,21.14900016784668,19.617000579833984,20.350000381469727,21.21199989318848,19.051000595092773,20.496999740600586,20.82999992370605,19.243000030517575,19.86100006103516,20.256999969482425,19.051000595092773,20.256999969482425,20.256999969482425,19.051000595092773,19.38999938964844
1971-08-01,20.892000198364254,18.190000534057614,20.292999267578125,21.333999633789066,17.687999725341797,19.121999740600586,19.326000213623047,17.600000381469727,17.84600067138672,21.38400077819824,17.221000671386722,19.75900077819824,19.809999465942386,18.173999786376953,19.121999740600586,19.82699966430664,17.006000518798828,18.628000259399414,19.416000366210934,17.70800018310547,18.50200080871582,18.698999404907227,17.006000518798828,18.628000259399414,18.698999404907227,17.006000518798828,17.84600067138672
1971-09-01,20.076000213623047,17.570999145507812,19.354999542236328,20.60099983215332,17.218000411987305,18.822999954223636,19.047000885009766,16.656999588012695,17.315000534057614,20.54800033569336,15.678999900817873,19.14900016784668,19.808000564575195,17.972000122070312,18.822999954223636,19.73600006103516,16.246000289916992,18.61000061035156,18.983999252319336,16.718999862670902,18.138999938964844,18.41900062561035,16.266000747680664,18.41900062561035,18.41900062561035,16.266000747680664,17.315000534057614
1971-10-01,15.534000396728516,13.258999824523926,15.413999557495115,15.895999908447266,13.14799976348877,14.71399974822998,15.350000381469727,13.307000160217285,13.86299991607666,15.97599983215332,11.8149995803833,15.065999984741213,15.822999954223633,13.928999900817873,14.71399974822998,15.815999984741213,12.29699993133545,14.770999908447266,15.375,13.539999961853027,14.61400032043457,14.71500015258789,12.52400016784668,14.71500015258789,14.71500015258789,12.52400016784668,13.86299991607666
1971-11-01,8.361000061035156,6.508999824523926,8.361000061035156,8.369999885559082,6.7179999351501465,7.934999942779541,8.958999633789062,7.105999946594237,7.579999923706055,8.369999885559082,5.15399980545044,8.28600025177002,8.918999671936035,7.23799991607666,7.934999942779541,8.949000358581543,5.8400001525878915,8.194000244140625,9.026000022888184,7.431000232696532,8.298999786376951,8.331999778747559,6.202000141143799,8.097999572753906,8.331999778747559,6.202000141143799,7.579999923706055
1971-12-01,7.308000087738037,4.10699987411499,7.177999973297119,7.619999885559082,4.083000183105469,6.103000164031982,6.448999881744385,4.083000183105469,4.311999797821045,7.744999885559082,2.5980000495910645,6.620999813079834,7.085000038146973,5.232999801635742,6.103000164031982,6.886000156402588,2.742000102996826,5.618000030517578,6.310999870300293,4.330999851226807,5.15500020980835,5.400000095367432,2.7929999828338623,5.263000011444092,5.400000095367432,2.7929999828338623,4.311999797821045
1972-01-01,2.8250000476837163,0.0,2.532000064849853,3.5699999332427983,0.0130000002682209,1.5729999542236328,3.111000061035156,0.8460000157356262,1.062999963760376,3.6659998893737793,0.0,2.263000011444092,3.0439999103546143,0.6919999718666077,1.5729999542236328,3.0460000038146973,0.0,1.7649999856948853,2.3540000915527344,1.4420000314712524,2.088000059127808,1.8539999723434448,0.0,1.3559999465942385,1.8539999723434448,0.0,1.0180000066757202
1972-02-01,3.928999900817871,1.6019999980926514,3.911999940872192,4.572000026702881,0.9499999880790709,2.4570000171661377,4.276000022888184,1.88100004196167,2.2869999408721924,4.685999870300293,0.0,3.3570001125335693,3.9779999256134033,1.5149999856948853,2.4570000171661377,4.165999889373778,0.23899999260902405,2.8420000076293945,3.9219999313354488,2.436000108718872,3.388000011444092,3.063999891281128,0.5550000071525574,2.61899995803833,3.063999891281128,0.5550000071525574,2.2090001106262207
1972-03-01,10.68299961090088,8.729000091552733,10.463000297546387,11.119999885559082,8.295000076293945,9.80799961090088,10.72599983215332,8.583000183105469,8.973999977111816,11.29300022125244,7.195000171661378,10.234999656677246,10.593000411987305,9.10099983215332,9.80799961090088,10.663000106811523,7.443999767303468,9.576000213623047,11.027000427246094,9.017999649047852,9.92199993133545,9.713000297546387,7.5310001373291025,9.404000282287598,9.713000297546387,7.5310001373291025,8.895999908447266
1972-04-01,14.92300033569336,12.795000076293945,14.722999572753904,15.378000259399414,12.232999801635742,13.522000312805176,14.824000358581545,12.923999786376953,13.201000213623047,15.538999557495115,11.53499984741211,14.251999855041506,14.47700023651123,12.70199966430664,13.522000312805176,14.564000129699707,11.526000022888185,13.352999687194824,15.031999588012695,13.388999938964846,13.968999862670898,13.812999725341795,11.54800033569336,13.244999885559082,13.812999725341795,11.74899959564209,13.065999984741213
1972-05-01,16.142999649047848,14.36299991607666,16.013999938964847,16.794000625610348,13.78600025177002,14.88599967956543,16.172000885009766,14.166999816894533,14.633999824523926,17.004999160766598,13.545000076293945,15.543999671936035,15.79800033569336,14.032999992370605,14.88599967956543,15.970999717712402,13.545000076293945,14.8149995803833,16.305000305175778,14.385000228881836,15.28499984741211,15.288999557495115,13.572999954223633,14.8149995803833,15.288999557495115,13.572999954223633,14.57800006866455
1972-06-01,20.082000732421875,18.341999053955078,19.76499938964844,20.60700035095215,17.91699981689453,18.86599922180176,19.6299991607666,18.316999435424805,18.739999771118164,20.84600067138672,17.888999938964844,19.33799934387207,19.53400039672852,18.099000930786133,18.86599922180176,19.73699951171875,17.888999938964844,19.05699920654297,19.666000366210934,18.448999404907227,19.167999267578125,19.302000045776367,17.993000030517578,19.05699920654297,19.302000045776367,17.993000030517578,18.739999771118164
1972-07-01,21.08799934387207,19.37700080871582,21.08799934387207,21.61000061035156,19.21500015258789,20.3129997253418,20.551000595092773,19.16399955749512,19.256999969482425,21.722999572753906,18.20599937438965,20.55699920654297,20.6299991607666,19.28700065612793,20.136999130249023,20.652000427246094,18.03700065612793,19.691999435424805,20.61899948120117,19.503000259399414,19.937000274658203,19.85099983215332,18.03700065612793,19.420000076293945,19.85099983215332,18.364999771118164,19.173999786376953
1972-08-01,20.773000717163086,18.881999969482425,20.773000717163086,21.558000564575195,18.6200008392334,20.0629997253418,20.33799934387207,18.58799934387207,18.683000564575195,21.540000915527344,17.874000549316406,20.46299934387207,20.511999130249023,19.172000885009766,20.033000946044922,20.51300048828125,17.930999755859375,19.56599998474121,20.4379997253418,18.69099998474121,19.261999130249023,19.61400032043457,18.05500030517578,19.56399917602539,19.61400032043457,18.05500030517578,18.676000595092773
1972-09-01,20.742000579833984,18.333999633789066,20.63500022888184,21.43400001525879,17.90999984741211,19.56999969482422,20.17300033569336,18.003000259399414,18.274999618530273,21.572999954223636,16.812000274658207,20.207000732421875,20.472000122070312,18.71500015258789,19.56999969482422,20.4379997253418,17.106000900268555,19.29199981689453,20.104000091552734,18.341999053955078,18.913000106811523,19.319000244140625,17.149999618530273,19.16200065612793,19.319000244140625,17.149999618530273,18.274999618530273
1972-10-01,13.376999855041506,11.04699993133545,13.376999855041506,14.420000076293945,10.66800022125244,12.527000427246096,14.064000129699707,11.34000015258789,11.812000274658205,14.592000007629395,9.53600025177002,13.14799976348877,13.878000259399414,11.583999633789062,12.527000427246096,13.961000442504885,9.604000091552734,12.652999877929688,14.586000442504885,11.876999855041506,12.654999732971193,12.717000007629395,10.109999656677246,12.520000457763672,12.717000007629395,10.109999656677246,11.678000450134276
1972-11-01,4.883999824523926,2.0280001163482666,4.868000030517578,5.349999904632568,1.465999960899353,3.2090001106262207,4.642000198364258,1.6260000467300415,2.328000068664551,5.734000205993652,0.0,4.1570000648498535,4.482999801635742,2.3480000495910645,3.2090001106262207,4.498000144958496,0.1120000034570694,3.388999938964844,4.73199987411499,2.26200008392334,3.124000072479248,3.3120000362396236,0.6840000152587891,3.220000028610229,3.3120000362396236,0.6840000152587891,2.328000068664551
1972-12-01,1.0740000009536743,0.0,1.0740000009536743,1.7189999818801882,0.0,0.0,1.3209999799728394,0.0,0.0,1.687999963760376,0.0,0.7689999938011169,1.350000023841858,0.0,0.0,1.350000023841858,0.0,0.3479999899864197,1.5490000247955322,0.0,0.3540000021457672,0.12999999523162842,0.0,0.020999999716877937,0.12999999523162842,0.0,0.0
1973-01-01,0.640999972820282,0.0,0.6200000047683716,1.0130000114440918,0.0,0.0,0.35199999809265137,0.0,0.0,1.1920000314712524,0.0,0.15800000727176666,0.4379999935626984,0.0,0.0,0.3759999871253967,0.0,0.0,0.3179999887943268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973-02-01,3.1530001163482666,1.1599999666213991,3.1530001163482666,3.638000011444092,0.4699999988079071,2.125999927520752,2.838000059127808,0.7799999713897705,0.9769999980926514,3.8429999351501465,0.0,2.6619999408721924,2.936000108718872,1.4320000410079956,2.125999927520752,2.752000093460083,0.0,1.468000054359436,3.1600000858306885,1.281999945640564,2.0409998893737797,1.6369999647140503,0.0,1.0509999990463257,1.6369999647140503,0.0,0.7580000162124634
1973-03-01,9.786999702453613,7.238999843597412,9.451000213623047,9.866999626159668,6.084000110626222,7.670000076293945,9.232000350952148,6.379000186920166,7.013000011444093,10.170999526977539,5.2179999351501465,8.557999610900879,8.958000183105469,6.855999946594237,7.670000076293945,9.097000122070312,5.238999843597412,7.992000102996826,9.407999992370604,6.829999923706055,7.703999996185303,7.953999996185303,5.5980000495910645,7.953999996185303,7.953999996185303,5.5980000495910645,6.927999973297119
1973-04-01,11.359000205993652,9.196000099182127,10.97700023651123,11.545999526977539,8.605999946594237,10.161999702453613,11.394000053405762,8.345000267028809,9.16800022125244,11.652999877929688,7.34600019454956,10.64900016784668,10.954999923706056,9.420000076293944,10.161999702453613,11.072999954223633,7.573999881744385,9.923999786376953,11.527000427246096,8.762999534606934,9.930999755859377,10.156000137329102,7.828999996185303,9.923999786376953,10.156000137329102,7.828999996185303,9.16800022125244
1973-05-01,15.642000198364258,13.46399974822998,15.281000137329102,16.02199935913086,12.779000282287598,14.01200008392334,15.454999923706055,12.437000274658205,13.375,16.245000839233402,11.83899974822998,14.746999740600586,14.958000183105467,13.152999877929688,14.01200008392334,15.168999671936035,11.970000267028807,13.965999603271484,15.66800022125244,13.04300022125244,13.718000411987305,14.20699977874756,12.39900016784668,13.965999603271484,14.20699977874756,12.39900016784668,13.378000259399414
1973-06-01,19.94499969482422,17.732999801635742,19.441999435424805,20.163000106811523,17.165000915527347,18.35099983215332,19.266000747680664,17.141000747680664,17.556999206542972,20.268999099731445,16.816999435424805,18.85300064086914,19.052000045776367,17.562000274658207,18.35099983215332,19.18000030517578,16.816999435424805,18.108999252319336,19.033000946044922,17.325000762939453,18.062000274658203,18.41699981689453,16.89699935913086,18.108999252319336,18.41699981689453,16.89699935913086,17.582000732421875
1973-07-01,21.767000198364254,19.976999282836914,21.500999450683594,22.209999084472656,19.559999465942386,20.81800079345703,20.8700008392334,18.96299934387207,19.12299919128418,22.20599937438965,18.698999404907227,21.06599998474121,21.209999084472656,19.875999450683594,20.643999099731445,21.073999404907227,18.64299964904785,20.200000762939453,20.96999931335449,19.030000686645508,19.915000915527344,20.03700065612793,18.64299964904785,20.03700065612793,20.03700065612793,18.64299964904785,19.12299919128418
1973-08-01,19.85700035095215,18.125,19.85700035095215,20.613000869750977,17.163999557495114,18.426000595092773,19.702999114990234,17.683000564575195,17.740999221801758,20.645999908447266,16.92099952697754,19.326000213623047,19.451000213623047,17.482999801635742,18.426000595092773,19.607999801635746,16.92099952697754,18.53499984741211,19.878000259399414,17.768999099731445,18.45199966430664,18.68600082397461,17.027000427246097,18.53499984741211,18.68600082397461,17.027000427246097,17.785999298095703
1973-09-01,19.441999435424805,17.59600067138672,19.40399932861328,20.03499984741211,17.108999252319336,18.801000595092773,19.315000534057614,17.038000106811527,17.430999755859375,20.15999984741211,15.88700008392334,19.200000762939453,19.5939998626709,18.016000747680664,18.801000595092773,19.57699966430664,16.066999435424805,18.452999114990234,19.319000244140625,17.346000671386722,18.22100067138672,18.38999938964844,16.190000534057614,18.31800079345703,18.38999938964844,16.190000534057614,17.430999755859375
1973-10-01,14.652999877929688,12.53499984741211,14.652999877929688,15.777000427246096,12.050000190734865,14.187000274658205,14.482999801635742,12.152000427246096,12.595000267028807,15.9399995803833,10.63700008392334,14.739999771118164,15.29699993133545,13.279000282287598,14.187000274658205,14.791000366210938,10.644000053405762,13.444000244140625,14.543999671936035,12.468999862670898,13.272000312805176,13.385000228881836,11.029999732971193,13.305999755859375,13.385000228881836,11.029999732971193,12.411999702453613
1973-11-01,11.048999786376953,8.809000015258789,11.048999786376953,11.890000343322756,8.496000289916992,10.289999961853027,11.175999641418457,8.593999862670897,9.164999961853027,11.994000434875488,6.611000061035156,10.989999771118164,11.4350004196167,9.392000198364258,10.289999961853027,11.444000244140625,6.966000080108643,10.064000129699707,10.842000007629396,8.932999610900879,9.446000099182127,10.072999954223633,7.605000019073486,9.873000144958496,10.072999954223633,7.605000019073486,9.071000099182127
1973-12-01,2.5840001106262207,0.0,2.0469999313354488,2.549000024795532,0.0,0.04399999976158142,1.10099995136261,0.0,0.0,2.6530001163482666,0.0,1.1859999895095823,1.5540000200271606,0.0,0.04399999976158142,1.4049999713897705,0.0,0.0,1.35099995136261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974-01-01,2.9379999637603764,0.0,1.9490000009536743,3.1410000324249268,0.0,0.9940000176429749,2.312999963760376,0.0,0.0,3.1429998874664307,0.0,1.684999942779541,2.492000102996826,0.0,0.9940000176429749,2.496000051498413,0.0,1.027999997138977,1.684000015258789,0.1940000057220459,0.578000009059906,0.9290000200271606,0.0,0.6060000061988831,0.9290000200271606,0.0,0.0
1974-02-01,3.4670000076293945,0.8730000257492065,3.4670000076293945,3.7969999313354488,0.0,1.809000015258789,2.484999895095825,0.0,0.3499999940395355,4.458000183105469,0.0,2.63100004196167,2.914999961853028,0.99099999666214,1.809000015258789,2.5999999046325684,0.0,1.2139999866485596,1.3300000429153442,0.4399999976158142,1.0160000324249268,1.1950000524520874,0.0,1.0160000324249268,1.1950000524520874,0.0,0.19200000166893005
1974-03-01,12.175999641418455,10.437999725341797,11.8100004196167,12.529000282287598,9.9350004196167,11.314000129699707,11.965999603271484,10.321000099182127,10.63599967956543,12.55500030517578,8.96399974822998,11.56700038909912,12.055999755859375,10.659000396728516,11.314000129699707,12.104999542236328,9.20300006866455,11.159000396728516,11.491000175476074,10.64799976348877,11.100000381469727,11.22599983215332,9.482999801635742,11.159000396728516,11.22599983215332,9.482999801635742,10.498000144958496
